name,link,year_from,year_to,college,active
J.J. Anderson,/players/a/anderjj01.html,1983,1985,Bradley University,false
James Anderson,/players/a/anderja01.html,2011,2016,Oklahoma State University,true
Jerome Anderson,/players/a/anderje01.html,1976,1977,West Virginia University,false
Justin Anderson,/players/a/anderju01.html,2016,2017,University of Virginia,true
Kenny Anderson,/players/a/anderke01.html,1992,2005,Georgia Institute of Technology,false
Kim Anderson,/players/a/anderki01.html,1979,1979,University of Missouri,false
Kyle Anderson,/players/a/anderky01.html,2015,2017,"University of California, Los Angeles",true
Michael Anderson,/players/a/andermi01.html,1989,1989,Drexel University,false
Nick Anderson,/players/a/anderni01.html,1990,2002,University of Illinois at Urbana-Champaign,false
Richard Anderson,/players/a/anderri01.html,1983,1990,"University of California, Santa Barbara",false
Ron Anderson,/players/a/anderro01.html,1985,1994,"California State University, Fresno",false
Ryan Anderson,/players/a/anderry01.html,2009,2017,University of California,true
Shandon Anderson,/players/a/andersh01.html,1997,2006,University of Georgia,false
Willie Anderson,/players/a/anderwi01.html,1989,1997,University of Georgia,false
Martynas Andriuskevicius,/players/a/andrima01.html,2006,2006,,false
Michael Ansley,/players/a/anslemi01.html,1990,1992,University of Alabama,false
Chris Anstey,/players/a/anstech01.html,1998,2000,,false
Giannis Antetokounmpo,/players/a/antetgi01.html,2014,2017,,true
Thanasis Antetokounmpo,/players/a/antetth01.html,2016,2016,,true
Carmelo Anthony,/players/a/anthoca01.html,2004,2017,Syracuse University,true
Greg Anthony,/players/a/anthogr01.html,1992,2002,"University of Nevada, Las Vegas",false
Joel Anthony,/players/a/anthojo01.html,2008,2017,"University of Nevada, Las Vegas",true
Pero Antic,/players/a/anticpe01.html,2014,2015,,true
Keith Appling,/players/a/applike01.html,2016,2016,Michigan State University,true
Rafael Araujo,/players/a/araujra01.html,2005,2007,Brigham Young University,false
Robert Archibald,/players/a/archiro01.html,2003,2004,University of Illinois at Urbana-Champaign,false
Tiny Archibald,/players/a/architi01.html,1971,1984,University of Texas at El Paso,false
Jim Ard,/players/a/ardji01.html,1971,1978,University of Cincinnati,false
Gilbert Arenas,/players/a/arenagi01.html,2002,2012,University of Arizona,false
Trevor Ariza,/players/a/arizatr01.html,2005,2017,"University of California, Los Angeles",true
Joe Arlauckas,/players/a/arlaujo01.html,1988,1988,Niagara University,false
B.J. Armstrong,/players/a/armstbj01.html,1990,2000,University of Iowa,false
Brandon Armstrong,/players/a/armstbr01.html,2002,2004,Pepperdine University,false
Darrell Armstrong,/players/a/armstda01.html,1995,2008,Fayetteville State University,false
Hilton Armstrong,/players/a/armsthi01.html,2007,2014,University of Connecticut,false
Tate Armstrong,/players/a/armstta01.html,1978,1979,Duke University,false
Carlos Arroyo,/players/a/arroyca01.html,2002,2011,Florida International University,false
Darrell Arthur,/players/a/arthuda01.html,2009,2017,University of Kansas,true
Omer Asik,/players/a/asikom01.html,2011,2017,,true
Vincent Askew,/players/a/askewvi01.html,1988,1998,University of Memphis,false
Keith Askins,/players/a/askinke01.html,1991,1999,University of Alabama,false
Chucky Atkins,/players/a/atkinch01.html,2000,2010,University of South Florida,false
Stacey Augmon,/players/a/augmost01.html,1992,2006,"University of Nevada, Las Vegas",false
D.J. Augustin,/players/a/augusdj01.html,2009,2017,University of Texas at Austin,true
James Augustine,/players/a/augusja01.html,2007,2008,University of Illinois at Urbana-Champaign,false
Isaac Austin,/players/a/austiis01.html,1992,2002,Arizona State University,false
Ken Austin,/players/a/austike01.html,1984,1984,Rice University,false
Anthony Avent,/players/a/aventan01.html,1993,2000,Seton Hall University,false
Bird Averitt,/players/a/averibi01.html,1974,1978,Pepperdine University,false
William Avery,/players/a/averywi01.html,2000,2002,Duke University,false
Dennis Awtrey,/players/a/awtrede01.html,1971,1982,Santa Clara University,false
Gustavo Ayon,/players/a/ayongu01.html,2012,2014,,true
Jeff Ayres,/players/p/pendeje02.html,2010,2016,Arizona State University,true
Kelenna Azubuike,/players/a/azubuke01.html,2007,2012,University of Kentucky,false
